"Label","Score","Symbol","TF","Strategy","RunId","Reason"
"macd-momentum/BTCUSD/H4",,"BTCUSD","H4","macd-momentum","c3d582c2","trades=0 below floor 20 (D3)"
"mean-reversion/BTCUSD/H4",,"BTCUSD","H4","mean-reversion","c3d582c2","trades=0 below floor 20 (D3)"
"mtf-trend/BTCUSD/H4",,"BTCUSD","H4","mtf-trend","c3d582c2","trades=0 below floor 20 (D3)"
"rsi-divergence/BTCUSD/H4",,"BTCUSD","H4","rsi-divergence","c3d582c2","trades=0 below floor 20 (D3)"
"session-breakout/BTCUSD/H4",,"BTCUSD","H4","session-breakout","c3d582c2","trades=0 below floor 20 (D3)"
"super-trend/BTCUSD/H4",,"BTCUSD","H4","super-trend","c3d582c2","trades=1 below floor 20 (D3)"
"trend-breakout/BTCUSD/H4",,"BTCUSD","H4","trend-breakout","c3d582c2","trades=1 below floor 20 (D3)"
"bb-squeeze/ETHUSD/H4",,"ETHUSD","H4","bb-squeeze","99408820","trades=12 below floor 20 (D3)"
"ema-alignment/ETHUSD/H4",,"ETHUSD","H4","ema-alignment","99408820","trades=0 below floor 20 (D3)"
"macd-momentum/ETHUSD/H4",,"ETHUSD","H4","macd-momentum","99408820","trades=1 below floor 20 (D3)"
"mean-reversion/ETHUSD/H4",,"ETHUSD","H4","mean-reversion","99408820","trades=1 below floor 20 (D3)"
"mtf-trend/ETHUSD/H4",,"ETHUSD","H4","mtf-trend","99408820","trades=2 below floor 20 (D3)"
"rsi-divergence/ETHUSD/H4",,"ETHUSD","H4","rsi-divergence","99408820","trades=2 below floor 20 (D3)"
"session-breakout/ETHUSD/H4",,"ETHUSD","H4","session-breakout","99408820","trades=0 below floor 20 (D3)"
"super-trend/ETHUSD/H4",,"ETHUSD","H4","super-trend","99408820","trades=3 below floor 20 (D3)"
"trend-breakout/ETHUSD/H4",,"ETHUSD","H4","trend-breakout","99408820","trades=9 below floor 20 (D3)"
